         13875808 function calls (13585008 primitive calls) in 3.818 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      152    0.000    0.000    0.002    0.000 query.py:105(factory)
     4022    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      889    0.000    0.000    2.714    0.003 symbols.py:328(resolve)
     2896    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
     3662    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      859    0.000    0.000    0.001    0.000 func_call.j2:4(root)
      353    0.000    0.000    0.002    0.000 symbols.py:546(<lambda>)
     1663    0.000    0.000    0.001    0.000 __init__.py:1032(__bool__)
     3587    0.000    0.000    0.000    0.000 symbol.py:505(_raws)
    87/18    0.000    0.000    0.001    0.000 _parser.py:511(_parse)
      231    0.000    0.000    0.046    0.000 py2cpp.py:62(to_symbol_path)
       37    0.000    0.000    0.002    0.000 nodes.py:229(set_environment)
      481    0.000    0.000    0.002    0.000 symbol.py:909(var)
     3579    0.000    0.000    0.000    0.000 symbol.py:881(__init__)
      890    0.000    0.000    0.001    0.000 procedure.py:77(__result)
     1813    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
     1772    0.000    0.000    0.000    0.000 reflection.py:28(__getattr__)
      246    0.000    0.000    0.001    0.000 compiler.py:1590(visit_Name)
       38    0.000    0.000    0.000    0.000 {built-in method _io.open}
      822    0.000    0.000    0.019    0.000 py2cpp.py:91(force_unpack_nullable)
      109    0.000    0.000    0.221    0.002 py2cpp.py:665(proc_binary_operator)
     2206    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x9e9620}
      919    0.000    0.000    0.001    0.000 reflection.py:382(schema)
  313/243    0.000    0.000    0.008    0.000 parser.py:561(parse_compare)
      434    0.000    0.000    0.001    0.000 path.py:147(de_identify)
      591    0.000    0.000    0.005    0.000 py2cpp.py:399(is_on_cvar_relay)
      250    0.000    0.000    0.010    0.000 parser.py:678(parse_tuple)
     1268    0.000    0.000    0.000    0.000 entry.py:55(value)
      997    0.000    0.000    0.004    0.000 py2cpp.py:745(on_fallback)
      493    0.000    0.000    0.003    0.000 statement_simple.py:22(receivers)
      258    0.000    0.000    0.000    0.000 query.py:160(expand)
     2017    0.000    0.000    0.000    0.000 utils.py:81(from_obj)
      491    0.000    0.000    0.001    0.000 symbol.py:695(__init__)
  343/265    0.000    0.000    0.007    0.000 parser.py:626(parse_unary)
      894    0.000    0.000    0.008    0.000 statement_compound.py:274(alias_symbol)
      548    0.000    0.000    0.003    0.000 py2cpp.py:402(is_on_cvar_exchanger)
     1320    0.000    0.000    0.000    0.000 compiler.py:474(newline)
       92    0.000    0.000    0.116    0.001 symbols.py:623(each_binary_operator)
      591    0.000    0.000    0.004    0.000 py2cpp.py:396(is_this_access)
      997    0.000    0.000    0.002    0.000 {method 'extend' of 'collections.deque' objects}
     1314    0.000    0.000    0.001    0.000 lexer.py:374(skip_if)
      204    0.000    0.000    0.000    0.000 idtracking.py:86(copy)
      148    0.000    0.000    0.022    0.000 symbol.py:307(__repr__)
      668    0.000    0.000    0.000    0.000 binary_operator.j2:4(root)
      826    0.000    0.000    0.002    0.000 symbols.py:759(on_empty)
      142    0.000    0.000    0.001    0.000 nodes.py:588(from_untrusted)
      373    0.000    0.000    0.001    0.000 async_utils.py:34(wrapper)
      312    0.000    0.000    0.002    0.000 primary.py:285(receiver)
      102    0.000    0.000    0.038    0.000 py2cpp.py:469(on_var_of_type)
   122/17    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
      128    0.000    0.000    1.008    0.008 resolve_unknown.py:74(<lambda>)
     1314    0.000    0.000    0.001    0.000 lexer.py:365(next_if)
     1771    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      702    0.000    0.000    0.000    0.000 func_call_cast_bin_to_bin.j2:4(root)
     1809    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     2436    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      247    0.000    0.000    0.003    0.000 primary.py:100(declare)
  813/671    0.000    0.000    0.000    0.000 symbol.py:538(decl)
      124    0.000    0.000    0.000    0.000 nodes.py:238(__eq__)
      601    0.000    0.000    0.000    0.000 enum.py:193(__get__)
     1663    0.000    0.000    0.000    0.000 render.py:56(__indentation)
      353    0.000    0.000    0.237    0.001 reflection.py:258(returns)
      118    0.000    0.000    0.002    0.000 symbols.py:489(on_indexer)
      567    0.000    0.000    0.005    0.000 lexer.py:401(expect)
  173/167    0.000    0.000    0.020    0.000 symbols.py:252(__resolve_raw_recursive)
      272    0.000    0.000    0.002    0.000 statement_compound.py:625(_make_namespace)
     1209    0.000    0.000    0.000    0.000 environment.py:480(getattr)
      889    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
     1371    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      650    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
      156    0.000    0.000    0.002    0.000 query.py:92(ancestor)
     2086    0.000    0.000    0.000    0.000 symbol.py:699(decl)
      696    0.000    0.000    0.000    0.000 reflection.py:348(__init__)
  160/137    0.000    0.000    0.012    0.000 symbol.py:269(_clone)
     1813    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       22    0.000    0.000    0.004    0.000 compiler.py:1157(visit_For)
      702    0.000    0.000    0.000    0.000 literal.py:33(literal_identifier)
       37    0.000    0.000    0.003    0.000 compiler.py:538(pull_dependencies)
       97    0.000    0.000    0.000    0.000 symbols.py:669(operator_to_method_name)
      344    0.000    0.000    0.001    0.000 doc_string.j2:4(root)
      128    0.000    0.000    1.005    0.008 resolve_unknown.py:50(resolver)
      302    0.000    0.000    0.001    0.000 filters.py:538(sync_do_join)
      193    0.000    0.000    0.002    0.000 statement_compound.py:501(__org_inherits)
      500    0.000    0.000    0.002    0.000 primary.py:299(domain_name)
  335/265    0.000    0.000    0.007    0.000 parser.py:595(parse_concat)
      273    0.000    0.000    0.001    0.000 class_method.j2:4(root)
      373    0.000    0.000    0.000    0.000 async_utils.py:24(is_async)
      338    0.000    0.000    0.000    0.000 compiler.py:1431(_output_child_to_const)
      108    0.000    0.000    0.009    0.000 py2cpp.py:695(proc_binary_operator_expression)
     1663    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
      128    0.000    0.000    0.003    0.000 resolve_unknown.py:76(unpack_value)
      252    0.000    0.000    0.106    0.000 reflection.py:186(returns)
      247    0.000    0.000    0.002    0.000 path.py:104(parent_tag)
   124/86    0.000    0.000    0.005    0.000 compiler.py:44(new_func)
      603    0.000    0.000    0.002    0.000 operator.py:28(elements)
     1395    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      890    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
       37    0.000    0.000    0.001    0.000 loaders.py:192(get_source)
      212    0.000    0.000    0.000    0.000 parser.py:989(flush_data)
    39/35    0.000    0.000    0.012    0.000 parser.py:253(parse_if)
      277    0.000    0.000    0.001    0.000 path.py:127(contains)
      137    0.000    0.000    0.000    0.000 reflection.py:323(apply)
  316/243    0.000    0.000    0.008    0.000 parser.py:555(parse_not)
      183    0.000    0.000    0.003    0.000 statement_compound.py:469(inherits)
      128    0.000    0.000    0.001    0.000 di.py:347(resolve)
      384    0.000    0.000    0.000    0.000 module.py:53(fullyname)
       26    0.000    0.000    0.002    0.000 comment.py:48(parse)
  309/239    0.000    0.000    0.009    0.000 parser.py:546(parse_and)
       73    0.000    0.000    0.001    0.000 filters.py:784(do_indent)
      378    0.000    0.000    0.001    0.000 primary.py:330(type_name)
     1623    0.000    0.000    0.000    0.000 symbol.py:672(decl)
      137    0.000    0.000    0.000    0.000 reflection.py:305(make_updates)
     1478    0.000    0.000    0.000    0.000 filters.py:822(<genexpr>)
    55/37    0.000    0.000    0.002    0.000 idtracking.py:252(visit_If)
      384    0.000    0.000    0.000    0.000 di.py:309(__symbolize)
      448    0.000    0.000    0.001    0.000 symbols.py:716(on_integer)
      573    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      118    0.000    0.000    0.000    0.000 environment.py:493(_filter_test_common)
      128    0.000    0.000    0.000    0.000 di.py:169(__pluck_annotations)
      272    0.000    0.000    0.002    0.000 statement_compound.py:317(ancestor_classes)
     1539    0.000    0.000    0.000    0.000 terminal.py:30(domain_name)
        1    0.000    0.000    3.819    3.819 py2cpp.py:52(translate)
      128    0.000    0.000    0.000    0.000 typing.py:1487(__getitem__)
      258    0.000    0.000    0.001    0.000 node.py:352(_under_expand)
       76    0.000    0.000    0.000    0.000 compiler.py:1753(_filter_test_common)
      180    0.000    0.000    0.000    0.000 symbol.py:929(literal)
       69    0.000    0.000    0.000    0.000 compiler.py:581(enter_frame)
       95    0.000    0.000    0.008    0.000 py2cpp.py:443(on_indexer)
      550    0.000    0.000    0.000    0.000 lexer.py:340(__bool__)
  309/239    0.000    0.000    0.009    0.000 parser.py:537(parse_or)
     1392    0.000    0.000    0.000    0.000 reflection.py:20(__init__)
      475    0.000    0.000    0.000    0.000 indexer.j2:4(root)
      146    0.000    0.000    0.003    0.000 primary.py:234(class_symbol)
       99    0.000    0.000    0.039    0.000 reflection.py:165(parameter)
    52/17    0.000    0.000    0.001    0.000 _parser.py:451(_parse_sub)
       92    0.000    0.000    0.001    0.000 symbols.py:734(on_pair)
       73    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       63    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       52    0.000    0.000    0.000    0.000 comment.py:107(parse_attributes)
      112    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      778    0.000    0.000    0.000    0.000 _parser.py:167(__getitem__)
    74/52    0.000    0.000    0.016    0.000 parser.py:165(parse_statement)
      177    0.000    0.000    0.001    0.000 statement_compound.py:428(is_property)
      353    0.000    0.000    0.035    0.000 symbols.py:124(type_of_constructor)
    67/58    0.000    0.000    0.000    0.000 nodes.py:748(as_const)
      180    0.000    0.000    0.000    0.000 symbol.py:755(__init__)
       37    0.000    0.000    0.061    0.002 environment.py:728(compile)
      156    0.000    0.000    0.002    0.000 node.py:340(_ancestor)
   101/80    0.000    0.000    0.011    0.000 parser.py:194(parse_statements)
       63    0.000    0.000    0.001    0.000 statement_compound.py:254(statements)
  335/265    0.000    0.000    0.007    0.000 parser.py:584(parse_math1)
   146/44    0.000    0.000    0.000    0.000 _parser.py:177(getwidth)
  127/123    0.000    0.000    0.008    0.000 symbol.py:744(clone)
       38    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
