         7279318 function calls (6904418 primitive calls) in 2.626 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 1005/898    0.001    0.000    0.014    0.000 parser.py:646(parse_primary)
     1798    0.001    0.000    0.010    0.000 primary.py:836(in_decl_class_type)
     2969    0.001    0.000    0.006    0.000 compiler.py:467(writeline)
     1329    0.001    0.000    0.010    0.000 primary.py:797(is_param)
2203/2187    0.001    0.000    0.004    0.000 typing.py:426(inner)
     1015    0.001    0.000    0.005    0.000 lexer.py:556(<genexpr>)
      608    0.001    0.000    0.042    0.000 primary.py:218(match_feature)
     2840    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     8860    0.001    0.000    0.001    0.000 trait.py:107(has_method)
      849    0.001    0.000    0.025    0.000 traits.py:452(_build_helper)
  170/139    0.001    0.000    0.048    0.000 py2cpp.py:201(to_accessible_name)
     4401    0.001    0.000    0.004    0.000 {built-in method builtins.any}
     8654    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      301    0.001    0.000    0.011    0.000 template.py:251(make_updates)
    10364    0.001    0.000    0.001    0.000 reflection.py:43(__init__)
      728    0.001    0.000    0.004    0.000 parameter.j2:4(root)
      973    0.001    0.000    0.003    0.000 reflection.py:82(context)
      101    0.001    0.000    0.007    0.000 nodes.py:231(set_environment)
     1449    0.001    0.000    0.009    0.000 primary.py:848(in_decl_alt_class_type)
     2170    0.001    0.000    0.050    0.000 primary.py:126(match_feature)
      849    0.001    0.000    0.001    0.000 template.py:448(__resolve_injector)
      498    0.001    0.000    0.060    0.000 cvars.py:242(var_name_from)
    15272    0.001    0.000    0.001    0.000 tree.py:57(__init__)
     2250    0.001    0.000    0.005    0.000 traits.py:155(_actualize_template)
  972/624    0.001    0.000    0.025    0.000 parser.py:628(parse_unary)
     9517    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     1462    0.001    0.000    0.008    0.000 primary.py:867(in_decl_import)
      592    0.001    0.000    0.037    0.000 primary.py:309(domain_name)
     3599    0.001    0.000    0.002    0.000 __init__.py:1036(__bool__)
      236    0.001    0.000    0.004    0.000 {method 'sort' of 'list' objects}
     1941    0.001    0.000    0.002    0.000 {built-in method builtins.sorted}
      651    0.001    0.000    0.003    0.000 finder.py:216(__find_imported_raw)
    15272    0.001    0.000    0.001    0.000 tree.py:28(__init__)
     1883    0.001    0.000    0.022    0.000 template.py:240(unpack_symbols)
     2353    0.001    0.000    0.005    0.000 traits.py:171(_actualize_alt)
      508    0.001    0.000    0.005    0.000 custom_type.j2:4(root)
      832    0.001    0.000    0.015    0.000 method.j2:4(root)
  879/555    0.001    0.000    0.029    0.000 parser.py:563(parse_compare)
      457    0.001    0.000    0.002    0.000 parse_tree_builder.py:162(maybe_create_child_filter)
     3652    0.001    0.000    0.003    0.000 lexer.py:367(next_if)
     2541    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
     1713    0.001    0.000    0.001    0.000 typing.py:1313(__call__)
     3324    0.001    0.000    0.001    0.000 enum.py:199(__get__)
     1677    0.001    0.000    0.006    0.000 primary.py:31(value)
     1328    0.001    0.000    0.049    0.000 naming.py:119(__alias_or_domain_name)
      770    0.001    0.000    0.062    0.000 primary.py:22(label)
     2021    0.001    0.000    0.001    0.000 i18n.py:38(t)
     2718    0.001    0.000    0.003    0.000 lexer.py:81(to_regexp)
     3652    0.001    0.000    0.004    0.000 lexer.py:376(skip_if)
     9887    0.001    0.000    0.001    0.000 reflection.py:349(node)
     1310    0.001    0.000    0.004    0.000 module.py:18(full_join)
      778    0.001    0.000    0.005    0.000 element.py:61(arguments)
     2375    0.001    0.000    0.691    0.000 reflections.py:334(resolve)
     3175    0.001    0.000    0.009    0.000 primary.py:243(domain_name)
     4502    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
     3866    0.001    0.000    0.002    0.000 environment.py:482(getattr)
     2449    0.001    0.000    0.006    0.000 {method 'extend' of 'collections.deque' objects}
     8788    0.001    0.000    0.001    0.000 reflection.py:364(via)
      484    0.001    0.000    0.003    0.000 nodes.py:590(from_untrusted)
     1576    0.001    0.000    0.090    0.000 reflections.py:203(resolve_property)
     1328    0.001    0.000    0.013    0.000 statement_compound.py:335(alias_embedder)
       15    0.001    0.000    0.096    0.006 cache.py:167(load_cache)
      970    0.001    0.000    0.014    0.000 statement_compound.py:420(symbol)
     3014    0.001    0.000    0.001    0.000 compiler.py:474(newline)
      608    0.001    0.000    0.009    0.000 py2cpp.py:828(is_relay_literalizer)
  585/575    0.001    0.000    0.032    0.000 parser.py:680(parse_tuple)
     2725    0.001    0.000    0.002    0.000 __init__.py:305(escape)
     1766    0.001    0.000    0.002    0.000 translation.py:4(alias_dsn)
     2725    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
     2375    0.001    0.000    0.691    0.000 reflections.py:296(__resolve_procedural)
      561    0.001    0.000    0.009    0.000 finder.py:175(__find_raw_for_type)
      516    0.001    0.000    0.001    0.000 idtracking.py:86(copy)
      390    0.001    0.000    0.001    0.000 nodes.py:240(__eq__)
       85    0.001    0.000    0.001    0.000 {built-in method _hashlib.openssl_md5}
     1310    0.001    0.000    0.002    0.000 module.py:66(expand_elements)
     1528    0.001    0.000    0.012    0.000 node.py:108(fullyname)
     2533    0.001    0.000    0.001    0.000 reflection.py:397(extends)
     1283    0.001    0.000    0.002    0.000 db.py:33(__setitem__)
      229    0.001    0.000    0.089    0.000 py2cpp.py:925(on_var_of_type)
     6067    0.001    0.000    0.001    0.000 {method 'end' of 're.Match' objects}
      630    0.001    0.000    0.001    0.000 dsn.py:53(right)
   108/23    0.001    0.000    0.002    0.000 _parser.py:511(_parse)
     4122    0.001    0.000    0.001    0.000 lexer.py:394(_regexp_has_newline)
       98    0.001    0.000    0.131    0.001 py2cpp.py:624(proc_move_assign_single)
      345    0.001    0.000    0.001    0.000 di.py:202(__assert_invoke)
      907    0.001    0.000    0.040    0.000 py2cpp.py:291(to_domain_name_by_class)
     1590    0.001    0.000    0.026    0.000 primary.py:139(match_feature)
     4029    0.001    0.000    0.001    0.000 {built-in method from_iterable}
      557    0.001    0.000    0.001    0.000 compiler.py:1593(visit_Name)
      101    0.001    0.000    0.017    0.000 loaders.py:194(get_source)
     2541    0.001    0.000    0.002    0.000 <frozen abc>:117(__instancecheck__)
     1302    0.001    0.000    0.001    0.000 finder.py:255(__find_raw_recursive)
      333    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     1575    0.001    0.000    0.014    0.000 primary.py:149(match_feature)
      303    0.001    0.000    0.002    0.000 template.py:322(_find_actual_path)
     4575    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
        1    0.001    0.001    0.001    0.001 parse_tree_builder.py:358(create_callback)
     6910    0.001    0.000    0.001    0.000 node.py:452(match_feature)
     1396    0.001    0.000    0.014    0.000 lexer.py:403(expect)
     4337    0.001    0.000    0.001    0.000 lexer.py:528(<genexpr>)
      275    0.001    0.000    0.055    0.000 statement_compound.py:534(match_feature)
      667    0.001    0.000    0.008    0.000 _method_body.j2:4(root)
     1870    0.001    0.000    0.007    0.000 primary.py:528(calls)
     8213    0.001    0.000    0.001    0.000 entry.py:78(empty_name)
      389    0.001    0.000    0.001    0.000 comment.py:68(__trim_description)
     4081    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      109    0.001    0.000    0.115    0.001 py2cpp.py:1328(proc_binary_operation)
      153    0.001    0.000    0.029    0.000 reflections.py:539(on_func_call)
      849    0.001    0.000    0.001    0.000 template.py:389(__current_key)
       78    0.001    0.000    0.005    0.000 comment.py:48(parse)
     1694    0.001    0.000    0.001    0.000 embed.py:26(class_path)
  954/624    0.001    0.000    0.026    0.000 parser.py:597(parse_concat)
      242    0.001    0.000    0.001    0.000 {built-in method builtins.all}
      608    0.001    0.000    0.171    0.000 py2cpp.py:772(<lambda>)
      408    0.001    0.000    0.032    0.000 py2cpp.py:840(is_relay_cvar)
      501    0.001    0.000    0.088    0.000 py2cpp.py:774(<lambda>)
  390/235    0.001    0.000    0.019    0.000 compiler.py:46(new_func)
